序号,买入时间,卖出时间,买入价,卖出价,收益率%,持仓小时,累计收益%
600,2023-12-10 02:00,2023-12-10 16:00,43736.9,43853.7,0.267,14.0,332.55
601,2023-12-10 19:30,2023-12-11 01:30,43794.1,43220.1,-1.311,6.0,326.88
602,2023-12-11 22:00,2023-12-12 20:00,41252.5,41162.8,-0.217,22.0,325.95
603,2023-12-13 11:30,2023-12-14 08:00,41009.7,42964.2,4.766,20.5,346.26
604,2023-12-15 01:00,2023-12-15 16:00,43031.8,41992.3,-2.416,15.0,335.48
605,2023-12-16 01:00,2023-12-16 22:30,42132.3,42310.1,0.422,21.5,337.31
606,2023-12-17 18:30,2023-12-18 07:30,42169.8,41127.9,-2.471,13.0,326.51
607,2023-12-18 19:30,2023-12-19 11:30,41700.8,42977.5,3.062,16.0,339.57
608,2023-12-20 07:00,2023-12-21 00:00,42808.4,43648.5,1.962,17.0,348.19
609,2023-12-21 18:00,2023-12-22 06:30,43616.3,43882.7,0.611,12.5,350.93
610,2023-12-22 14:30,2023-12-22 19:00,43640.2,43695.2,0.126,4.5,351.5
611,2023-12-23 05:30,2023-12-23 17:30,43607.8,43747.8,0.321,12.0,352.95
612,2023-12-23 22:00,2023-12-24 09:00,43772.2,43631.7,-0.321,11.0,351.49
613,2023-12-25 03:30,2023-12-25 10:30,43150.6,43177.1,0.061,7.0,351.77
614,2023-12-25 14:30,2023-12-26 04:00,43678.3,43423.4,-0.584,13.5,349.13
615,2023-12-26 23:00,2023-12-27 21:00,42433.1,43361.9,2.189,22.0,358.97
616,2023-12-29 02:00,2023-12-29 21:00,42322.1,41985.9,-0.794,19.0,355.32
617,2023-12-30 14:30,2023-12-31 09:00,42240.9,42727.1,1.151,18.5,360.56
618,2023-12-31 20:30,2024-01-01 05:00,42559.0,42295.0,-0.62,8.5,357.7
619,2024-01-01 15:00,2024-01-02 09:00,42682.4,45828.9,7.372,18.0,391.45
620,2024-01-03 08:00,2024-01-03 22:30,45165.9,42746.0,-5.358,14.5,365.11
621,2024-01-04 07:30,2024-01-04 22:30,42759.1,44317.8,3.645,15.0,382.07
622,2024-01-05 22:00,2024-01-06 09:00,43880.0,43711.9,-0.383,11.0,380.22
623,2024-01-06 13:30,2024-01-06 16:30,43702.9,43870.6,0.384,3.0,382.07
624,2024-01-07 00:30,2024-01-07 12:00,44122.1,44052.5,-0.158,11.5,381.3
625,2024-01-08 16:00,2024-01-09 07:30,45028.3,46826.2,3.993,15.5,400.52
626,2024-01-10 01:30,2024-01-10 14:30,45925.8,44880.8,-2.275,13.0,389.13
627,2024-01-10 19:00,2024-01-11 14:30,46284.0,48562.1,4.922,19.5,413.21
628,2024-01-12 03:00,2024-01-12 06:30,46021.0,46102.7,0.178,3.5,414.12
629,2024-01-12 18:00,2024-01-13 05:00,43544.0,42944.9,-1.376,11.0,407.05
630,2024-01-13 09:30,2024-01-14 01:00,42919.4,42787.5,-0.307,15.5,405.49
631,2024-01-14 19:30,2024-01-15 01:30,42658.0,42276.9,-0.893,6.0,400.97
632,2024-01-15 13:30,2024-01-16 02:00,42848.6,42696.7,-0.355,12.5,399.2
633,2024-01-16 16:30,2024-01-17 03:30,43250.9,42844.4,-0.94,11.0,394.5
634,2024-01-17 22:30,2024-01-18 16:30,42722.1,41947.0,-1.814,18.0,385.53
635,2024-01-19 10:00,2024-01-20 02:00,41423.8,41608.0,0.445,16.0,387.69
636,2024-01-20 13:00,2024-01-20 17:30,41657.4,41582.8,-0.179,4.5,386.82
637,2024-01-21 04:00,2024-01-21 15:30,41665.5,41656.2,-0.022,11.5,386.71
638,2024-01-22 01:00,2024-01-22 06:00,41297.3,41090.0,-0.502,5.0,384.27
639,2024-01-22 19:00,2024-01-23 11:00,39936.0,38818.0,-2.799,16.0,370.71
640,2024-01-23 19:00,2024-01-24 00:00,39214.0,39886.8,1.716,5.0,378.79
641,2024-01-24 03:30,2024-01-24 16:30,39614.6,40188.2,1.448,13.0,385.72
642,2024-01-25 12:00,2024-01-26 00:30,40000.0,39899.4,-0.251,12.5,384.5
643,2024-01-26 10:00,2024-01-27 00:30,40290.7,41785.1,3.709,14.5,402.47
644,2024-01-27 21:00,2024-01-28 13:30,42106.1,42401.9,0.703,16.5,406.0
645,2024-01-29 09:00,2024-01-30 01:00,42170.3,43452.0,3.039,16.0,421.38
646,2024-01-30 06:30,2024-01-30 13:30,43346.5,43289.9,-0.131,7.0,420.69
647,2024-01-31 06:00,2024-02-01 09:30,43035.0,42143.9,-2.071,27.5,409.91
648,2024-02-01 20:00,2024-02-02 09:00,43085.9,43050.3,-0.083,13.0,409.49
649,2024-02-03 01:30,2024-02-03 15:30,43215.0,43121.6,-0.216,14.0,408.39
650,2024-02-04 03:30,2024-02-04 11:30,43027.6,43055.2,0.064,8.0,408.72
651,2024-02-04 20:00,2024-02-05 08:00,42605.7,43041.2,1.022,12.0,413.92
652,2024-02-05 14:00,2024-02-06 02:00,43369.3,42741.5,-1.448,12.0,406.48
653,2024-02-06 14:30,2024-02-07 02:00,42942.7,43045.9,0.24,11.5,407.69
654,2024-02-07 19:30,2024-02-08 12:00,43612.5,44725.5,2.552,16.5,420.65
655,2024-02-09 04:00,2024-02-10 01:00,45958.1,47214.1,2.733,21.0,434.88
656,2024-02-10 18:00,2024-02-11 14:00,47256.6,48093.7,1.771,20.0,444.35
657,2024-02-12 09:00,2024-02-13 11:30,48071.1,49983.6,3.978,26.5,466.01
658,2024-02-14 03:00,2024-02-14 22:00,49530.0,51688.0,4.357,19.0,490.67
659,2024-02-15 16:30,2024-02-16 09:00,52266.7,51779.8,-0.932,16.5,485.17
660,2024-02-16 13:30,2024-02-17 00:00,52463.3,52072.7,-0.745,10.5,480.81
661,2024-02-18 01:30,2024-02-18 17:30,51528.7,51836.0,0.596,16.0,484.28
662,2024-02-19 10:30,2024-02-19 18:00,52350.0,52080.0,-0.516,7.5,481.26
663,2024-02-20 10:00,2024-02-21 04:00,52008.5,51927.8,-0.155,18.0,480.36
664,2024-02-22 01:00,2024-02-22 16:30,51555.8,51482.2,-0.143,15.5,479.53
665,2024-02-23 10:00,2024-02-23 18:00,51123.9,51149.8,0.051,8.0,479.83
666,2024-02-23 20:30,2024-02-25 04:30,51079.9,51617.1,1.052,32.0,485.92
667,2024-02-26 01:00,2024-02-26 17:00,51538.8,53216.1,3.254,16.0,504.99
668,2024-02-26 19:30,2024-02-27 12:30,54488.7,56788.9,4.221,17.0,530.53
669,2024-02-28 07:00,2024-02-29 03:30,57443.1,61554.8,7.158,20.5,575.67
670,2024-02-29 18:00,2024-03-01 02:30,60962.3,60980.3,0.03,8.5,575.87
671,2024-03-01 11:30,2024-03-02 03:30,61864.6,62305.6,0.713,16.0,580.68
672,2024-03-02 22:00,2024-03-03 14:30,61887.0,62096.8,0.339,16.5,582.99
673,2024-03-03 21:00,2024-03-04 12:00,62672.8,65055.1,3.801,15.0,608.95
674,2024-03-05 01:00,2024-03-05 05:00,68421.4,66857.3,-2.286,4.0,592.75
675,2024-03-06 01:30,2024-03-07 00:30,63104.5,66200.0,4.905,23.0,626.73
676,2024-03-07 15:30,2024-03-08 05:30,67261.8,66907.8,-0.526,14.0,622.9
677,2024-03-08 19:00,2024-03-09 07:30,68416.5,68297.1,-0.175,12.5,621.64
678,2024-03-09 20:30,2024-03-10 20:00,68334.0,69282.2,1.388,23.5,631.65
679,2024-03-11 11:30,2024-03-12 03:30,71493.3,71615.5,0.171,16.0,632.9
680,2024-03-12 19:30,2024-03-13 21:00,71341.5,73034.5,2.373,25.5,650.3
681,2024-03-14 11:30,2024-03-14 20:30,72884.1,70739.7,-2.942,9.0,628.22
682,2024-03-15 08:00,2024-03-15 20:30,67686.7,67871.1,0.272,12.5,630.21
683,2024-03-16 01:30,2024-03-16 11:30,69287.6,68263.8,-1.478,10.0,619.42
684,2024-03-17 06:30,2024-03-18 04:00,64954.2,68005.7,4.698,21.5,653.21
685,2024-03-18 22:30,2024-03-19 08:00,67692.4,63723.8,-5.863,9.5,609.06
686,2024-03-19 11:30,2024-03-19 16:00,63084.9,64303.9,1.932,4.5,622.76
687,2024-03-19 22:00,2024-03-20 12:30,63012.0,64055.8,1.657,14.5,634.73
688,2024-03-20 20:30,2024-03-21 08:00,67048.0,67328.8,0.419,11.5,637.81
689,2024-03-22 03:30,2024-03-22 22:00,65972.3,62974.5,-4.544,18.5,604.28
690,2024-03-23 08:00,2024-03-23 23:00,64374.0,64416.5,0.066,15.0,604.75
691,2024-03-24 17:00,2024-03-25 07:30,65032.8,66832.0,2.767,14.5,624.24
692,2024-03-26 00:00,2024-03-26 11:30,69930.8,70692.0,1.089,11.5,632.13
693,2024-03-27 00:30,2024-03-27 21:00,70623.5,69186.0,-2.035,20.5,617.22
694,2024-03-28 05:30,2024-03-28 23:00,69710.8,70926.1,1.743,17.5,629.73
695,2024-03-29 17:00,2024-03-30 19:00,69345.9,69878.6,0.768,26.0,635.33
696,2024-03-31 12:00,2024-04-01 02:00,70427.6,70832.2,0.574,14.0,639.56
697,2024-04-01 23:30,2024-04-02 12:30,69652.8,65344.9,-6.185,13.0,593.82
698,2024-04-03 00:00,2024-04-03 15:00,65099.9,66278.2,1.81,15.0,606.38
699,2024-04-04 10:30,2024-04-05 06:00,66276.2,66991.3,1.079,19.5,614.0
700,2024-04-05 21:30,2024-04-06 12:30,67509.4,67755.6,0.365,15.0,616.6
701,2024-04-07 00:00,2024-04-07 14:30,68844.0,69580.9,1.07,14.5,624.27
702,2024-04-08 06:00,2024-04-09 02:00,69781.9,71494.4,2.454,20.0,642.05
703,2024-04-09 17:00,2024-04-10 19:30,68788.1,70082.5,1.882,26.5,656.01
704,2024-04-11 06:30,2024-04-11 15:00,70713.2,69690.0,-1.447,8.5,645.07
705,2024-04-12 06:00,2024-04-12 18:30,70816.5,66495.9,-6.101,12.5,599.61
706,2024-04-13 09:30,2024-04-14 00:30,67384.7,63680.0,-5.498,15.0,561.15
707,2024-04-14 15:00,2024-04-15 03:00,64332.8,65225.9,1.388,12.0,570.33
708,2024-04-15 12:00,2024-04-15 18:30,66021.8,63170.3,-4.319,6.5,541.38
709,2024-04-16 11:00,2024-04-17 03:30,62592.2,63837.1,1.989,16.5,554.13
710,2024-04-18 05:30,2024-04-18 21:00,61075.2,63383.9,3.78,15.5,578.86
711,2024-04-19 18:30,2024-04-20 05:00,64210.0,64097.3,-0.176,10.5,577.67
712,2024-04-20 16:30,2024-04-21 11:30,64742.0,65230.7,0.755,19.0,582.78
713,2024-04-22 04:30,2024-04-22 23:00,65742.2,67024.6,1.951,18.5,596.1
714,2024-04-24 00:00,2024-04-24 13:00,66508.1,66028.3,-0.721,13.0,591.08
715,2024-04-25 07:30,2024-04-26 00:00,64033.4,64390.6,0.558,16.5,594.93
716,2024-04-26 06:30,2024-04-26 12:00,64380.0,64272.7,-0.167,5.5,593.78
717,2024-04-27 00:30,2024-04-27 16:30,63187.0,62750.0,-0.692,16.0,588.98
718,2024-04-27 19:00,2024-04-28 12:30,63250.3,63574.4,0.512,17.5,592.51
719,2024-04-29 08:30,2024-04-30 10:00,62407.5,61746.1,-1.06,25.5,585.17
720,2024-05-01 03:30,2024-05-01 19:00,60240.5,58069.9,-3.603,15.5,560.48
721,2024-05-02 04:30,2024-05-02 17:00,57390.2,59038.8,2.873,12.5,579.45
722,2024-05-03 00:30,2024-05-03 05:30,59041.9,59522.0,0.813,5.0,584.98
723,2024-05-03 19:30,2024-05-04 11:00,62072.0,64279.6,3.557,15.5,609.34
724,2024-05-05 01:30,2024-05-05 07:30,63317.0,63745.1,0.676,6.0,614.14
725,2024-05-05 12:00,2024-05-06 06:00,63742.1,64349.9,0.954,18.0,620.95
726,2024-05-06 18:00,2024-05-07 01:00,63196.0,63584.3,0.614,7.0,625.38
727,2024-05-07 10:00,2024-05-07 21:30,63832.0,63072.0,-1.191,11.5,616.74
728,2024-05-08 13:00,2024-05-09 04:00,62027.7,61543.0,-0.781,15.0,611.14
729,2024-05-09 18:00,2024-05-10 12:00,62105.9,63249.9,1.842,18.0,624.24
730,2024-05-11 08:00,2024-05-12 00:00,60826.0,61009.6,0.302,16.0,626.42
731,2024-05-12 18:00,2024-05-13 06:00,61521.4,61215.3,-0.498,12.0,622.81
732,2024-05-13 18:00,2024-05-14 05:00,62667.9,62692.9,0.04,11.0,623.1
733,2024-05-14 20:30,2024-05-16 02:30,61606.4,65915.9,6.995,30.0,673.68
734,2024-05-17 01:00,2024-05-18 01:00,65216.2,66842.7,2.494,24.0,692.98
735,2024-05-18 17:00,2024-05-19 20:30,66871.9,66164.3,-1.058,27.5,684.58
736,2024-05-20 09:30,2024-05-21 02:00,66900.8,70990.5,6.113,16.5,732.55
737,2024-05-22 05:30,2024-05-22 22:30,69905.2,69151.4,-1.078,17.0,723.57
738,2024-05-23 14:30,2024-05-24 00:30,67752.2,67850.6,0.145,10.0,724.77
739,2024-05-24 12:00,2024-05-25 09:30,67415.1,69099.9,2.499,21.5,745.38
740,2024-05-25 23:30,2024-05-26 06:00,69290.4,69104.2,-0.269,6.5,743.11
741,2024-05-26 15:00,2024-05-26 18:00,69276.7,68741.8,-0.772,3.0,736.6
742,2024-05-26 23:00,2024-05-27 04:00,68410.5,68862.0,0.66,5.0,742.12
743,2024-05-27 11:00,2024-05-28 04:00,68477.2,67745.4,-1.069,17.0,733.12
744,2024-05-28 21:00,2024-05-29 10:30,68409.7,67994.6,-0.607,13.5,728.06
745,2024-05-30 04:30,2024-05-30 20:30,68177.6,68471.4,0.431,16.0,731.63
746,2024-05-31 21:00,2024-06-01 21:00,67627.6,67756.7,0.191,24.0,733.22
747,2024-06-03 02:30,2024-06-03 22:30,68428.9,69043.8,0.899,20.0,740.71
748,2024-06-04 15:00,2024-06-05 10:30,69988.3,70800.5,1.16,19.5,750.46
749,2024-06-06 06:00,2024-06-07 09:00,70956.3,71214.9,0.364,27.0,753.56
750,2024-06-07 15:00,2024-06-07 23:00,71084.4,69327.7,-2.471,8.0,732.47
751,2024-06-08 13:00,2024-06-09 03:00,69231.9,69204.0,-0.04,14.0,732.13
752,2024-06-09 17:00,2024-06-10 05:00,69580.0,69550.1,-0.043,12.0,731.77
753,2024-06-10 21:30,2024-06-11 09:30,69579.0,67092.7,-3.573,12.0,702.05
754,2024-06-11 21:00,2024-06-12 16:00,67298.1,69332.6,3.023,19.0,726.3
755,2024-06-13 18:00,2024-06-14 10:00,66864.0,66931.9,0.102,16.0,727.14
756,2024-06-14 12:30,2024-06-14 22:00,67077.8,65964.8,-1.659,9.5,713.41
757,2024-06-15 11:30,2024-06-15 22:00,66316.1,66108.1,-0.314,10.5,710.86
758,2024-06-16 12:30,2024-06-17 03:00,66589.8,66343.9,-0.369,14.5,707.87
759,2024-06-17 20:00,2024-06-18 13:30,66559.9,64843.3,-2.579,17.5,687.03
760,2024-06-19 00:00,2024-06-19 18:00,64889.1,65080.4,0.295,18.0,689.35
761,2024-06-20 07:30,2024-06-20 21:30,65860.2,65046.1,-1.236,14.0,679.6
762,2024-06-21 12:30,2024-06-22 15:30,63823.0,64302.9,0.752,27.0,685.46
763,2024-06-23 09:00,2024-06-23 19:00,64419.2,64160.4,-0.402,10.0,682.3
764,2024-06-24 10:30,2024-06-25 21:00,61168.6,61903.3,1.201,34.5,691.7
765,2024-06-27 01:00,2024-06-28 02:30,61020.1,61726.0,1.157,25.5,700.86
766,2024-06-29 03:30,2024-06-29 23:00,60761.2,61010.0,0.409,19.5,704.14
767,2024-06-30 15:00,2024-07-01 07:30,61663.9,63276.7,2.615,16.5,725.17
768,2024-07-02 05:00,2024-07-02 15:00,63061.9,61967.1,-1.736,10.0,710.84
769,2024-07-03 02:30,2024-07-03 17:00,61360.0,60449.1,-1.485,14.5,698.81
770,2024-07-04 00:00,2024-07-04 11:30,60368.3,57765.2,-4.312,11.5,664.36
771,2024-07-05 01:00,2024-07-05 12:00,57002.1,55652.0,-2.369,11.0,646.26
772,2024-07-05 22:00,2024-07-06 09:30,56732.5,56768.0,0.063,11.5,646.72
773,2024-07-06 21:30,2024-07-07 09:00,57871.8,57705.9,-0.287,11.5,644.58
774,2024-07-08 01:00,2024-07-09 04:00,54800.1,57235.5,4.444,27.0,677.67
775,2024-07-09 14:00,2024-07-09 21:30,57592.6,57802.0,0.364,7.5,680.5
776,2024-07-10 09:00,2024-07-10 15:30,58522.0,57700.1,-1.404,6.5,669.54
777,2024-07-11 08:00,2024-07-11 23:00,58150.1,57256.0,-1.538,15.0,657.71
778,2024-07-12 14:00,2024-07-13 06:30,57941.9,58033.2,0.158,16.5,658.9
779,2024-07-13 19:00,2024-07-14 04:30,58666.8,59958.6,2.202,9.5,675.61
780,2024-07-14 15:30,2024-07-14 22:00,60088.2,60902.0,1.354,6.5,686.12
781,2024-07-15 06:30,2024-07-15 20:00,62873.5,63603.9,1.162,13.5,695.25
782,2024-07-16 10:00,2024-07-16 14:30,63276.0,63833.9,0.882,4.5,702.26
783,2024-07-17 01:30,2024-07-17 13:00,65667.9,64709.9,-1.459,11.5,690.56
784,2024-07-18 05:30,2024-07-18 21:00,64754.6,63898.0,-1.323,15.5,680.1
785,2024-07-19 10:00,2024-07-20 01:30,64064.2,66372.8,3.604,15.5,708.21
786,2024-07-20 22:00,2024-07-21 11:30,67130.1,66874.6,-0.381,13.5,705.13
787,2024-07-21 23:30,2024-07-22 12:00,68163.9,67572.0,-0.868,12.5,698.14
788,2024-07-23 01:30,2024-07-23 14:00,67410.6,66821.3,-0.874,12.5,691.17
789,2024-07-24 01:30,2024-07-24 23:30,65665.1,65373.6,-0.444,22.0,687.65
790,2024-07-25 16:30,2024-07-26 12:00,64864.7,67343.9,3.822,19.5,717.76
791,2024-07-27 11:30,2024-07-28 04:00,68215.2,67792.0,-0.62,16.5,712.69
792,2024-07-28 17:30,2024-07-29 11:30,67987.9,69576.1,2.336,18.0,731.67
793,2024-07-30 10:00,2024-07-31 02:30,66630.1,66113.9,-0.775,16.5,725.23
794,2024-07-31 11:30,2024-07-31 20:00,66098.0,64874.0,-1.852,8.5,709.95
795,2024-08-01 16:00,2024-08-02 06:00,62902.2,63873.9,1.545,14.0,722.46
796,2024-08-02 14:00,2024-08-02 18:00,64931.9,63085.7,-2.843,4.0,699.07
797,2024-08-03 12:30,2024-08-04 02:30,61997.9,60883.3,-1.798,14.0,684.71
798,2024-08-04 14:00,2024-08-04 22:30,60356.1,58719.7,-2.711,8.5,663.43
799,2024-08-05 13:30,2024-08-06 11:00,51966.1,55057.7,5.949,21.5,708.85
800,2024-08-07 05:30,2024-08-07 14:30,56798.0,56086.7,-1.252,9.0,698.72
801,2024-08-08 10:00,2024-08-09 00:30,57487.9,61216.2,6.485,14.5,750.52
802,2024-08-10 02:00,2024-08-10 18:30,60600.1,60954.0,0.584,16.5,755.49
803,2024-08-11 13:00,2024-08-11 13:30,60311.9,60463.9,0.252,0.5,757.64
804,2024-08-12 09:00,2024-08-13 04:30,58300.0,59224.0,1.585,19.5,771.24
805,2024-08-13 19:00,2024-08-14 12:00,60798.0,61692.8,1.472,17.0,784.06
806,2024-08-15 11:00,2024-08-16 06:00,58740.0,58316.0,-0.722,19.0,777.68
807,2024-08-16 17:30,2024-08-17 03:00,59214.8,59025.9,-0.319,9.5,774.88
808,2024-08-17 21:30,2024-08-18 09:30,59306.0,59881.9,0.971,12.0,783.37
809,2024-08-18 16:00,2024-08-18 23:30,59917.5,58434.7,-2.475,7.5,761.51
810,2024-08-19 16:00,2024-08-20 13:00,58594.1,60549.5,3.337,21.0,790.26
811,2024-08-21 08:00,2024-08-22 02:00,59450.0,60669.9,2.052,18.0,808.53
812,2024-08-23 01:00,2024-08-24 01:00,60699.9,63783.9,5.081,24.0,854.69
813,2024-08-24 11:00,2024-08-24 12:30,64099.1,64096.0,-0.005,1.5,854.64
814,2024-08-25 05:30,2024-08-26 11:00,64151.9,63960.4,-0.299,29.5,851.79
815,2024-08-27 01:30,2024-08-27 16:00,62996.0,61960.3,-1.644,14.5,836.15
816,2024-08-28 09:00,2024-08-29 05:30,59384.0,59434.5,0.085,20.5,836.94
817,2024-08-29 13:30,2024-08-30 00:30,60625.9,59204.1,-2.345,11.0,814.97
818,2024-08-30 16:30,2024-08-31 07:00,58559.6,59068.3,0.869,14.5,822.92
819,2024-08-31 14:30,2024-08-31 17:00,59128.8,58941.4,-0.317,2.5,819.99
820,2024-09-01 06:00,2024-09-01 11:30,58179.6,58236.7,0.098,5.5,820.89
821,2024-09-01 13:30,2024-09-01 16:00,58165.8,58106.1,-0.103,2.5,819.95
822,2024-09-01 19:00,2024-09-02 13:00,58375.9,58275.3,-0.172,18.0,818.36
823,2024-09-02 20:00,2024-09-03 05:30,58516.0,59194.5,1.16,9.5,829.01
824,2024-09-04 04:00,2024-09-05 08:00,56573.9,57155.0,1.027,28.0,838.56
825,2024-09-06 00:30,2024-09-06 17:30,56172.1,53934.2,-3.984,17.0,801.16
826,2024-09-07 08:00,2024-09-07 23:30,54356.1,54155.8,-0.368,15.5,797.84
827,2024-09-08 15:30,2024-09-09 03:00,53687.9,54979.9,2.407,11.5,819.45
828,2024-09-09 09:30,2024-09-09 20:00,55152.4,56866.2,3.107,10.5,848.02
829,2024-09-10 03:00,2024-09-10 05:30,56682.8,56943.7,0.46,2.5,852.38
830,2024-09-10 23:00,2024-09-11 07:30,57756.6,56716.0,-1.802,8.5,835.22
831,2024-09-11 22:00,2024-09-12 12:30,57311.4,57695.9,0.671,14.5,841.5
832,2024-09-13 07:30,2024-09-14 10:00,58115.7,59984.8,3.216,26.5,871.78
833,2024-09-15 02:00,2024-09-15 17:00,60169.0,59914.7,-0.423,15.0,867.67
834,2024-09-16 13:30,2024-09-17 05:30,58488.5,58649.5,0.275,16.0,870.34
835,2024-09-17 10:30,2024-09-17 23:30,59240.7,60314.6,1.813,13.0,887.93
836,2024-09-18 19:00,2024-09-19 17:30,60439.9,63714.6,5.418,22.5,941.45
837,2024-09-20 17:00,2024-09-21 02:00,62736.0,62921.9,0.296,9.0,944.54
838,2024-09-21 09:00,2024-09-22 02:30,63126.1,62957.3,-0.267,17.5,941.75
839,2024-09-22 20:30,2024-09-23 14:30,63211.7,63387.5,0.278,18.0,944.64
840,2024-09-24 06:00,2024-09-25 03:30,63272.0,64456.0,1.871,21.5,964.19
841,2024-09-26 03:00,2024-09-27 01:00,63302.3,65206.1,3.007,22.0,996.2
842,2024-09-27 17:30,2024-09-28 05:00,65919.9,65918.0,-0.003,11.5,996.16
843,2024-09-28 19:00,2024-09-29 15:00,65723.9,65645.2,-0.12,20.0,994.85
844,2024-09-30 02:00,2024-09-30 09:00,64495.3,63972.9,-0.81,7.0,985.98
845,2024-09-30 22:00,2024-10-01 16:30,63585.5,62455.6,-1.777,18.5,966.69
846,2024-10-02 10:00,2024-10-02 23:30,61464.6,60642.1,-1.338,13.5,952.41
847,2024-10-03 11:30,2024-10-03 22:00,60768.0,60899.4,0.216,10.5,954.69
848,2024-10-04 06:30,2024-10-04 19:00,61118.1,62373.0,2.053,12.5,976.34
849,2024-10-05 22:00,2024-10-06 05:00,61989.8,61942.6,-0.076,7.0,975.52
850,2024-10-06 12:30,2024-10-07 06:00,62230.0,63559.3,2.136,17.5,998.5
851,2024-10-08 05:30,2024-10-09 08:00,62513.3,62113.6,-0.639,26.5,991.47
852,2024-10-10 07:30,2024-10-11 00:00,60892.9,60208.0,-1.125,16.5,979.2
853,2024-10-11 11:30,2024-10-12 01:00,61172.2,62836.0,2.72,13.5,1008.55
854,2024-10-12 21:00,2024-10-13 08:00,63199.9,62905.0,-0.467,11.0,1003.38
855,2024-10-13 21:00,2024-10-14 21:00,62868.0,65815.6,4.689,24.0,1055.11
856,2024-10-15 20:00,2024-10-16 12:00,66682.6,68011.1,1.992,16.0,1078.12
857,2024-10-17 18:30,2024-10-18 16:30,66930.7,68788.0,2.775,22.0,1110.82
858,2024-10-19 21:00,2024-10-20 17:30,68342.7,68560.3,0.318,20.5,1114.67
859,2024-10-21 01:30,2024-10-21 04:30,69211.8,69038.0,-0.251,3.0,1111.62
860,2024-10-22 03:00,2024-10-22 18:30,67399.9,67379.0,-0.031,15.5,1111.24
861,2024-10-23 08:00,2024-10-23 11:30,66820.1,66422.0,-0.596,3.5,1104.03
862,2024-10-24 00:30,2024-10-24 18:30,67436.0,67827.9,0.581,18.0,1111.03
863,2024-10-25 23:30,2024-10-26 09:30,66710.0,67052.0,0.513,10.0,1117.23
864,2024-10-26 15:00,2024-10-27 02:00,66940.3,67030.5,0.135,11.0,1118.87
865,2024-10-27 12:00,2024-10-28 07:30,67378.1,68420.0,1.546,19.5,1137.72
866,2024-10-28 21:00,2024-10-29 09:00,69586.4,71337.9,2.517,12.0,1168.88
867,2024-10-30 21:00,2024-10-31 16:30,72300.4,70402.2,-2.625,19.5,1135.56
868,2024-11-01 09:30,2024-11-02 05:30,69528.1,69711.0,0.263,20.0,1138.81
869,2024-11-02 18:00,2024-11-03 00:00,69291.3,69300.0,0.013,6.0,1138.97
870,2024-11-03 20:30,2024-11-04 14:00,68964.0,68657.6,-0.444,17.5,1133.46
871,2024-11-05 06:30,2024-11-06 00:00,68778.1,70320.2,2.242,17.5,1161.12
872,2024-11-06 16:30,2024-11-06 23:00,74327.0,75810.1,1.995,6.5,1186.28
873,2024-11-07 22:30,2024-11-08 12:00,75870.8,75993.3,0.161,13.5,1188.36
874,2024-11-08 23:00,2024-11-09 11:30,76393.7,76489.3,0.125,12.5,1189.97
875,2024-11-09 23:30,2024-11-10 20:30,76675.0,78960.1,2.98,21.0,1228.42
876,2024-11-11 14:00,2024-11-12 09:00,81736.2,88536.0,8.319,19.0,1338.93
877,2024-11-13 02:00,2024-11-14 08:00,87520.0,91122.2,4.116,30.0,1398.16
878,2024-11-14 20:30,2024-11-15 06:00,87604.0,87957.8,0.404,9.5,1404.21
879,2024-11-15 13:00,2024-11-16 05:30,89600.1,91344.2,1.947,16.5,1433.49
880,2024-11-17 05:30,2024-11-18 01:00,90466.5,90566.8,0.111,19.5,1435.19
881,2024-11-18 11:30,2024-11-18 23:30,90277.1,90464.0,0.207,12.0,1438.36
882,2024-11-19 11:00,2024-11-20 01:00,91527.9,91867.9,0.371,14.0,1444.08
883,2024-11-20 16:00,2024-11-21 04:30,93554.5,97548.2,4.269,12.5,1509.99
884,2024-11-21 16:30,2024-11-22 01:00,97147.4,98371.9,1.26,8.5,1530.29
885,2024-11-22 12:00,2024-11-22 22:30,98717.1,98612.2,-0.106,10.5,1528.55
886,2024-11-23 08:00,2024-11-23 16:30,98382.4,97694.0,-0.7,8.5,1517.16
887,2024-11-24 02:00,2024-11-24 20:30,98520.0,96817.3,-1.728,18.5,1489.21
888,2024-11-25 06:30,2024-11-25 18:30,98072.0,95149.8,-2.98,12.0,1441.86
889,2024-11-26 10:30,2024-11-27 00:30,92350.4,91939.4,-0.445,14.0,1434.99
890,2024-11-27 07:30,2024-11-28 01:00,93596.9,96228.9,2.812,17.5,1478.16
891,2024-11-28 22:30,2024-11-29 20:00,95652.4,97463.4,1.893,21.5,1508.04
892,2024-11-30 18:30,2024-12-01 11:30,96959.0,97119.9,0.166,17.0,1510.71
893,2024-12-01 19:30,2024-12-02 05:00,97178.4,96687.8,-0.505,9.5,1502.58
894,2024-12-02 23:00,2024-12-03 13:00,95697.3,94532.0,-1.218,14.0,1483.06
895,2024-12-04 04:30,2024-12-04 16:30,95999.8,94833.8,-1.215,12.0,1463.83
896,2024-12-05 08:00,2024-12-05 19:00,102696.2,100572.0,-2.068,11.0,1431.49
897,2024-12-06 11:30,2024-12-07 04:30,98058.9,99497.6,1.467,17.0,1453.96
898,2024-12-07 22:00,2024-12-08 12:00,99876.0,99779.8,-0.096,14.0,1452.46
